Id,Action
1,0.7835918927262794
2,0.9929731582748186
3,0.9992621930689626
4,0.9964264783025422
5,0.9994969926541514
6,0.9970581421107865
7,0.9213333467749124
8,0.9997460771385871
9,0.9039743431961869
10,0.9821456359456677
11,0.9900745175027709
12,0.9909207452614954
13,0.998769676519046
14,0.6488573683480726
15,0.9651170351449535
16,0.9779619169559738
17,0.542076862539217
18,0.9226796662352537
19,0.9991013143802381
20,0.9971342932070885
21,0.9950333255558574
22,0.9976885639972799
23,0.998568673435469
24,0.9920995557819319
25,0.9995251147534295
26,0.9649898121201244
27,0.998508659731422
28,0.9722399605485056
29,0.994120706024704
30,0.9522537352467456
31,0.9980227318317219
32,0.9933532651758015
33,0.9701169071829384
34,0.9989676810733632
35,0.9969586817548612
36,0.9996763427400993
37,0.9903717467429922
38,0.9992577797523282
39,0.996839235201717
40,0.943169379960962
41,0.8158065224033122
42,0.9994626058773363
43,0.9952590444056806
44,0.9954125808603462
45,0.9982889902710277
46,0.9942886961852706
47,0.9998174780081556
48,0.9973781725364252
49,0.9996674139690914
50,0.9857205153277051
51,0.9034530469978648
52,0.9986371999951219
53,0.9541422273353867
54,0.9999621518189354
55,0.9983290228138015
56,0.982995028881693
57,0.9860186872752683
58,0.9995747287206445
59,0.9987612488449332
60,0.998781796959409
61,0.9986858953159602
62,0.9875821070091768
63,0.9975658130636654
64,0.999273647703143
65,0.9990448954333974
66,0.9912967752155354
67,0.9948620632635845
68,0.9998292065437466
69,0.9818914699292993
70,0.6580545227510806
71,0.9914271165139247
72,0.9992051291299369
73,0.9998574917604516
74,0.998397358144296
75,0.9976413688355409
76,0.9990607698382455
77,0.9952790489002492
78,0.9377982785608118
79,0.6765170659279927
80,0.9949606276691425
81,0.9997374442544783
82,0.9967572400671805
83,0.9973262472036869
84,0.9977913085731007
85,0.9898486987322455
86,0.981904617163517
87,0.9975443238166087
88,0.9953393346221874
89,0.9989329578977598
90,0.899368633438036
91,0.9938724963595907
92,0.8446687546969581
93,0.99785971235632
94,0.968199982969268
95,0.9972832604990239
96,0.9972526317061277
97,0.6083840659495442
98,0.9969618303004499
99,0.9960211797651018
100,0.9992754613451018
101,0.9855161790339619
102,0.895141868277287
103,0.9956491510338015
104,0.9962479386446418
105,0.8066652860404424
106,0.998216594865351
107,0.9998425728963635
108,0.9927482223355076
109,0.9991921363152906
110,0.997003286224158
111,0.8982039164009855
112,0.998288428831709
113,0.9792486519914562
114,0.9989571877993496
115,0.9936485197870687
116,0.9820310295733209
117,0.9809685931381378
118,0.9986008144356237
119,0.9988099936122858
120,0.99537634901615
121,0.9487841474051542
122,0.9934127154179162
123,0.9821599379284395
124,0.9929402900768526
125,0.9986113476249345
126,0.9104397689075581
127,0.929218297792403
128,0.8346956812105171
129,0.9644616629531257
130,0.9988088772424685
131,0.9984550109793021
132,0.9993362389890752
133,0.9941281144108992
134,0.8076719809859316
135,0.9994519824859207
136,0.9852934297593937
137,0.9985442272044736
138,0.9009693865478626
139,0.9920062596728999
140,0.9997592350333239
141,0.9833202779444183
142,0.9806121710633706
143,0.9990594648027701
144,0.9945420208438848
145,0.9979879804746628
146,0.8822482061771233
147,0.8162164670109905
148,0.8861471522689005
149,0.9997365238538826
150,0.9838767323033782
151,0.9992843558169688
152,0.7346671780006848
153,0.9956372290585324
154,0.9651090423982976
155,0.9970972985238952
156,0.9889596806327668
157,0.9897129003401514
158,0.9995140348975273
159,0.8292908298826736
160,0.9946833825655613
161,0.9136354151440503
162,0.9943574381589522
163,0.9994121648136302
164,0.9929059162417943
165,0.9988874294409675
166,0.9998653739992825
167,0.9725499990198477
168,0.9944332348805928
169,0.9945094007760306
170,0.9999816844112929
171,0.9959210935860399
172,0.9993595803198939
173,0.9805260557331115
174,0.9838634082760739
175,0.9955218527067319
176,0.9997021286288309
177,0.977429023080581
178,0.9966149630240447
179,0.9946766222382605
180,0.9728023342011967
181,0.8295562959855629
182,0.9988795843131757
183,0.7353473082414688
184,0.9308580534996566
185,0.999022649193065
186,0.9581502767944381
187,0.9974154731566449
188,0.9892822049024486
189,0.6220865376267771
190,0.9904582896348936
191,0.9998902495137696
192,0.996462093826773
193,0.9990382217294298
194,0.9993300974085542
195,0.9950216846991348
196,0.9988880623218518
197,0.9989332413725239
198,0.9866152353540647
199,0.9993720323518304
200,0.8149911552910466
201,0.9985153299541099
202,0.997442685335407
203,0.9865347669995802
204,0.9853908549477077
205,0.998862951807229
206,0.9961357682070876
207,0.998923197792123
208,0.9942854914440049
209,0.7764508402312033
210,0.7288832313598772
211,0.9442942310710245
212,0.9930257336891938
213,0.9999579468150898
214,0.9912604411062399
215,0.9952514836596209
216,0.9598444519449761
217,0.9609581340138269
218,0.9991625843125661
